image,ground_truth,ocr_text,is_correct,confidence,config_id,use_angle_cls,lang,use_gpu,ocr_version
"1755801483_0.91_(50, 100, 3)_X4H-470.jpg",X4W-470,X4H-470,False,0.9144145250320435,4,False,es,True,PP-OCRv4
"1755866167_0.9_(49, 100, 3)_Z2M-424.jpg",Z2M-424,72M-424,False,0.923040509223938,4,False,es,True,PP-OCRv4
"1755801662_0.91_(73, 117, 3)_598-655.jpg",F9B-655,E9B-655,False,0.8904815912246704,4,False,es,True,PP-OCRv4
"1755866333_0.9_(56, 104, 3)_APH-716.jpg",APH-716,APH-716,True,0.9970979690551758,4,False,es,True,PP-OCRv4
"1755868077_0.9_(47, 95, 3)_Z70-399.jpg",Z7O-399,270-399,False,0.9357495903968811,4,False,es,True,PP-OCRv4
"1755867716_0.9_(48, 95, 3)_Z4J-227.jpg",Z4J-227,24J-227,False,0.9511004090309143,4,False,es,True,PP-OCRv4
"1755800425_0.9_(58, 119, 3)_B3W-759.jpg",B3W-759,B3H-759,False,0.9802767634391785,4,False,es,True,PP-OCRv4
"1755802353_0.9_(62, 107, 3)_AAO-576.jpg",AAO-576,4A0-576,False,0.9457942843437195,4,False,es,True,PP-OCRv4
"1755864280_0.91_(47, 95, 3)_Z5Y-572.jpg",Z5Y-572,25Y-572,False,0.9613925814628601,4,False,es,True,PP-OCRv4
"1755862951_0.9_(43, 96, 3)_A5K-770.jpg",A5K-770,A5K-770,True,0.9869126081466675,4,False,es,True,PP-OCRv4
"1755868214_0.91_(50, 106, 3)_45E-785.jpg",45E-785,15E-785,False,0.9499891400337219,4,False,es,True,PP-OCRv4
"1755870662_0.91_(48, 96, 3)_AOT-720.jpg",A0T-720,A0T-220,False,0.8608303666114807,4,False,es,True,PP-OCRv4
"1755869536_0.91_(52, 103, 3)_Z8S-813.jpg",Z8S-813,78S-813,False,0.955163300037384,4,False,es,True,PP-OCRv4
"1755871886_0.9_(50, 104, 3)_Z6D-367.jpg",Z6D-367,76D-367,False,0.8403730988502502,4,False,es,True,PP-OCRv4
"1755802708_0.9_(52, 102, 3)_BHG-267.jpg",BHG-267,BHG-267,True,0.9274411797523499,4,False,es,True,PP-OCRv4
"1755867935_0.91_(57, 107, 3)_A80-757.jpg",A8D-757,480-757,False,0.8449975252151489,4,False,es,True,PP-OCRv4
"1755806181_0.9_(41, 100, 3)_VAQ-104.jpg",VAQ-104,VAQ-104,True,0.9962932467460632,4,False,es,True,PP-OCRv4
"1755865999_0.9_(52, 101, 3)_Z7U-013.jpg",Z7U-013,77U-013,False,0.9258173704147339,4,False,es,True,PP-OCRv4
"1755872606_0.91_(48, 99, 3)_CRO-577.jpg",CRO-577,CRO-577,True,0.9535025954246521,4,False,es,True,PP-OCRv4
"1755802962_0.91_(63, 114, 3)_Z6D-367.jpg",Z6D-367,Z6D-367,True,0.9188460111618042,4,False,es,True,PP-OCRv4
"1755872180_0.9_(48, 98, 3)_A9K-715.jpg",A9K-715,A9X-715,False,0.9204460978507996,4,False,es,True,PP-OCRv4
"1755801565_0.91_(64, 115, 3)_Z5Q-118.jpg",Z5Q-118,750-118,False,0.8621814846992493,4,False,es,True,PP-OCRv4
"1755807211_0.9_(44, 96, 3)_BEP-534.jpg",BEP-534,BEP-534,True,0.9955469369888306,4,False,es,True,PP-OCRv4
"1755868068_0.9_(47, 97, 3)_BPW-164.jpg",BPW-164,BPW-164,True,0.9264689683914185,4,False,es,True,PP-OCRv4
"1755872398_0.9_(49, 101, 3)_F3F-041.jpg",F3F-041,F3F-041,True,0.9493883848190308,4,False,es,True,PP-OCRv4
"1755867236_0.91_(49, 97, 3)_Z7C-220.jpg",Z7C-220,Z7C-220,True,0.964320719242096,4,False,es,True,PP-OCRv4
"1755801183_0.9_(61, 112, 3)_Z2N-051.jpg",Z2N-051,Z2N-051,True,0.9443379640579224,4,False,es,True,PP-OCRv4
"1755803790_0.9_(66, 113, 3)_Z3J-707.jpg",Z3J-707,Z3J-707,True,0.9178156852722168,4,False,es,True,PP-OCRv4
"1755807186_0.9_(47, 95, 3)_Z7M-595.jpg",Z7M-595,27M-595,False,0.9574551582336426,4,False,es,True,PP-OCRv4
"1755868252_0.9_(49, 98, 3)_V5B-631.jpg",V5B-631,15B-631,False,0.9328050017356873,4,False,es,True,PP-OCRv4
"1755866274_0.9_(52, 105, 3)_Z5U-453.jpg",Z5U-453,Z5U-453,True,0.9073266386985779,4,False,es,True,PP-OCRv4
"1755801139_0.9_(47, 97, 3)_CBM-487.jpg",CBM-487,CBM-487,True,0.9965539574623108,4,False,es,True,PP-OCRv4
"1755863582_0.9_(50, 94, 3)_Z1D-784.jpg",Z1D-784,710-784,False,0.9515929818153381,4,False,es,True,PP-OCRv4
"1755801091_0.91_(46, 101, 3)_Z5V-445.jpg",Z5V-445,25V-445,False,0.9488817453384399,4,False,es,True,PP-OCRv4
"1755868148_0.9_(60, 106, 3)_X3H-030.jpg",X3H-030,K3H-030,False,0.9788988828659058,4,False,es,True,PP-OCRv4
"1755809798_0.91_(46, 99, 3)_BXU-498.jpg",BXU-498,BXU-498,True,0.9293245077133179,4,False,es,True,PP-OCRv4
"1755806583_0.9_(58, 110, 3)_Z7H-075.jpg",Z7H-075,Z7H-075,True,0.9070080518722534,4,False,es,True,PP-OCRv4
"1755802592_0.91_(48, 98, 3)_BKQ-659.jpg",BKQ-659,BKQ-659,True,0.9904171824455261,4,False,es,True,PP-OCRv4
"1755802022_0.9_(53, 103, 3)_B1B-734.jpg",B1B-734,81B-734,False,0.9019327163696289,4,False,es,True,PP-OCRv4
"1755800941_0.9_(50, 100, 3)_B1N-742.jpg",B1N-742,81N-742,False,0.8625239729881287,4,False,es,True,PP-OCRv4
"1755873467_0.9_(59, 112, 3)_BHB-015.jpg",BHB-015,BHB-015,True,0.9916266202926636,4,False,es,True,PP-OCRv4
"1755868871_0.91_(48, 97, 3)_Z7X-303.jpg",Z7X-303,Z7X-303,True,0.9665886163711548,4,False,es,True,PP-OCRv4
"1755802161_0.91_(50, 99, 3)_V9N-697.jpg",V9N-697,V9N-697,True,0.9850284457206726,4,False,es,True,PP-OCRv4
"1755870251_0.91_(48, 97, 3)_45K-770.jpg",45K-770,15K-770,False,0.9797824621200562,4,False,es,True,PP-OCRv4
"1755867979_0.9_(49, 106, 3)_Z2P-096.jpg",Z2P-096,Z2P-096,True,0.9584521651268005,4,False,es,True,PP-OCRv4
"1755805378_0.9_(47, 101, 3)_Z6E-393.jpg",Z6E-393,26E-393,False,0.9442682266235352,4,False,es,True,PP-OCRv4
"1755800893_0.9_(71, 106, 3)_Y3Q-595.jpg",Y3Q-595,130-595,False,0.9426972270011902,4,False,es,True,PP-OCRv4
"1755872284_0.91_(145, 146, 3)_L10-760.jpg",Z10-760,L10-760,False,0.8892305493354797,4,False,es,True,PP-OCRv4
"1755811526_0.91_(45, 93, 3)_Z1H-700.jpg",Z1H-700,21H-700,False,0.8578438758850098,4,False,es,True,PP-OCRv4
"1755868367_0.9_(57, 105, 3)_Z4Q-197.jpg",Z4Q-197,24Q-197,False,0.9101734757423401,4,False,es,True,PP-OCRv4
"1755867068_0.9_(46, 108, 3)_C8U-187.jpg",C8U-187,C8U-187,True,0.9379200339317322,4,False,es,True,PP-OCRv4
"1755808937_0.91_(46, 96, 3)_V8Y-171.jpg",V8Y-171,V8Y-171,True,0.9858054518699646,4,False,es,True,PP-OCRv4
"1755870182_0.9_(47, 96, 3)_Z5T-688.jpg",Z5T-688,25T-688,False,0.9098233580589294,4,False,es,True,PP-OCRv4
"1755871461_0.9_(46, 96, 3)_APF-394.jpg",APF-394,APF-394,True,0.9953204989433289,4,False,es,True,PP-OCRv4
"1755870281_0.9_(60, 105, 3)_V4F-244.jpg",V4F-244,14F-24,False,0.9783546328544617,4,False,es,True,PP-OCRv4
"1755868523_0.9_(53, 105, 3)_Z7Z-085.jpg",Z7Z-085,Z77-085,False,0.9383268356323242,4,False,es,True,PP-OCRv4
"1755867863_0.92_(120, 126, 3)_L1S-762.jpg",L1S-762,L1S-762,True,0.929717481136322,4,False,es,True,PP-OCRv4
"1755870289_0.91_(47, 92, 3)_Z7C-049.jpg",Z7C-049,27C-049,False,0.9742937088012695,4,False,es,True,PP-OCRv4
"1755801389_0.91_(45, 93, 3)_VDS-785.jpg",VDS-785,VDS-785,True,0.9924828410148621,4,False,es,True,PP-OCRv4
"1755803678_0.9_(46, 103, 3)_V1W-327.jpg",V1W-327,V1W-327,True,0.9891833066940308,4,False,es,True,PP-OCRv4
"1755867417_0.91_(57, 112, 3)_Z4X-252.jpg",Z4X-252,74X-252,False,0.9851999878883362,4,False,es,True,PP-OCRv4
"1755866769_0.9_(45, 97, 3)_Z7W-135.jpg",Z7W-135,Z7W-135,True,0.9235159158706665,4,False,es,True,PP-OCRv4
"1755806706_0.9_(45, 96, 3)_V71-023.jpg",V7I-023,V71-023,False,0.9762068390846252,4,False,es,True,PP-OCRv4
"1755863519_0.9_(46, 102, 3)_AOT-720.jpg",A0T-720,A0T-720,True,0.940790057182312,4,False,es,True,PP-OCRv4
"1755806714_0.91_(46, 100, 3)_A4S-720.jpg",A4S-720,A4S-720,True,0.9896203875541687,4,False,es,True,PP-OCRv4
"1755863928_0.91_(47, 99, 3)_Z1H-700.jpg",Z1H-700,Z1H-200,False,0.8959531784057617,4,False,es,True,PP-OCRv4
"1755869368_0.9_(59, 107, 3)_X3R-360.jpg",X3R-360,K3R-360,False,0.9494465589523315,4,False,es,True,PP-OCRv4
"1755808461_0.91_(62, 116, 3)_CBA-659.jpg",CBA-659,CBA-659,True,0.993341326713562,4,False,es,True,PP-OCRv4
"1755868729_0.91_(51, 97, 3)_ICQ-067.jpg",ICQ-067,ICQ-067,True,0.8823623657226562,4,False,es,True,PP-OCRv4
"1755808477_0.91_(46, 95, 3)_BHB-015.jpg",BHB-015,BHB-015,True,0.9249081015586853,4,False,es,True,PP-OCRv4
"1755801690_0.9_(41, 89, 3)_AXF-317.jpg",AXF-317,AXF-317,True,0.9799143671989441,4,False,es,True,PP-OCRv4
"1755811522_0.9_(46, 93, 3)_Z5D-172.jpg",Z5D-172,Z5D-172,True,0.9461286664009094,4,False,es,True,PP-OCRv4
"1755871634_0.9_(60, 108, 3)_V8J-069.jpg",V8J-069,18J-068,False,0.8914267420768738,4,False,es,True,PP-OCRv4
"1755801223_0.91_(51, 101, 3)_Z8B-641.jpg",Z8B-641,Z8B-641,True,0.9596534967422485,4,False,es,True,PP-OCRv4
"1755803124_0.9_(46, 92, 3)_Z1E-728.jpg",Z1E-728,Z1E-728,True,0.9351100325584412,4,False,es,True,PP-OCRv4
"1755871984_0.91_(49, 95, 3)_Z7L-650.jpg",Z7L-650,Z7L-650,True,0.9532529711723328,4,False,es,True,PP-OCRv4
"1755872541_0.9_(123, 137, 3)_L10-760.jpg",Z10-760,C10-760,False,0.8331841826438904,4,False,es,True,PP-OCRv4
"1755801663_0.9_(44, 89, 3)_71C-465.jpg",71C-465,Z1C-465,False,0.9266074299812317,4,False,es,True,PP-OCRv4
"1755805284_0.91_(52, 101, 3)_VAB-735.jpg",VAB-735,VAB-735,True,0.9826297163963318,4,False,es,True,PP-OCRv4
"1755807204_0.9_(43, 89, 3)_M4B-467.jpg",M4B-467,M4B-467,True,0.9948329329490662,4,False,es,True,PP-OCRv4
"1755804443_0.91_(49, 96, 3)_Z51-510.jpg",Z51-510,751-510,False,0.9830933809280396,4,False,es,True,PP-OCRv4
"1755867393_0.9_(49, 95, 3)_VDY-836.jpg",VDY-836,VDY-836,True,0.9589904546737671,4,False,es,True,PP-OCRv4
"1755800887_0.9_(47, 97, 3)_Z7K-549.jpg",Z7K-549,Z7K-549,True,0.9283174872398376,4,False,es,True,PP-OCRv4
"1755801491_0.91_(47, 94, 3)_VCS-856.jpg",VCS-856,VCS-856,True,0.9472429156303406,4,False,es,True,PP-OCRv4
"1755872405_0.91_(59, 107, 3)_B1B-734.jpg",B1B-734,818-23,False,0.7613256573677063,4,False,es,True,PP-OCRv4
"1755866681_0.91_(48, 93, 3)_Z3P-326.jpg",Z3P-326,73P-326,False,0.9861432313919067,4,False,es,True,PP-OCRv4
"1755863861_0.9_(50, 98, 3)_X2Z-199.jpg",X2Z-199,X2Z-199,True,0.9633538126945496,4,False,es,True,PP-OCRv4
"1755868237_0.9_(63, 115, 3)_V1H-723.jpg",Y1H-723,Y1H-723,True,0.891157329082489,4,False,es,True,PP-OCRv4
"1755867895_0.91_(48, 97, 3)_Z5L-154.jpg",Z5L-154,Z5L-154,True,0.9313693642616272,4,False,es,True,PP-OCRv4
"1755803089_0.9_(49, 97, 3)_Z7N-143.jpg",Z7N-143,Z7N-143,True,0.9693697690963745,4,False,es,True,PP-OCRv4
"1755800880_0.9_(44, 92, 3)_V31-163.jpg",V3I-163,V31-163,False,0.9698184728622437,4,False,es,True,PP-OCRv4
"1755802496_0.91_(42, 90, 3)_Z5D-490.jpg",Z5D-490,Z5D-490,True,0.9508000016212463,4,False,es,True,PP-OCRv4
"1755867579_0.9_(55, 111, 3)_Z5Z-557.jpg",Z5Z-557,Z5Z-557,True,0.9307454824447632,4,False,es,True,PP-OCRv4
"1755802073_0.91_(54, 106, 3)_Z7C-049.jpg",Z7C-049,Z7C-049,True,0.9290202260017395,4,False,es,True,PP-OCRv4
"1755866271_0.9_(45, 98, 3)_Z3P-791.jpg",Z3P-791,23P-791,False,0.968937337398529,4,False,es,True,PP-OCRv4
"1755800589_0.9_(46, 98, 3)_A8D-757.jpg",A8D-757,A8D-757,True,0.9428267478942871,4,False,es,True,PP-OCRv4
"1755871108_0.9_(52, 112, 3)_Z1J-781.jpg",Z1J-781,71J-281,False,0.9017127156257629,4,False,es,True,PP-OCRv4
"1755866431_0.91_(53, 107, 3)_COG-679.jpg",C0G-679,COG-679,False,0.9954354166984558,4,False,es,True,PP-OCRv4
"1755800279_0.93_(64, 113, 3)_A8D-757.jpg",A8D-757,A80-757,False,0.899497389793396,4,False,es,True,PP-OCRv4
"1755801812_0.91_(49, 101, 3)_Z7V-467.jpg",Z7V-467,Z7V-467,True,0.9089746475219727,4,False,es,True,PP-OCRv4
"1755867762_0.9_(50, 102, 3)_Z3J-707.jpg",Z3J-707,73J-702,False,0.836502730846405,4,False,es,True,PP-OCRv4
"1755867157_0.9_(52, 103, 3)_Y3A-006.jpg",X3A-006,K3A-006,False,0.9264115691184998,4,False,es,True,PP-OCRv4
"1755806111_0.9_(49, 97, 3)_Z7F-621.jpg",Z7F-621,Z7F-621,True,0.9740638732910156,4,False,es,True,PP-OCRv4
"1755870393_0.9_(50, 107, 3)_Y1L-742.jpg",Y1L-742,Y1L-742,True,0.9108418226242065,4,False,es,True,PP-OCRv4
"1755802124_0.9_(60, 112, 3)_X3T-626.jpg",X3T-626,X3T-626,True,0.9956188201904297,4,False,es,True,PP-OCRv4
"1755802646_0.9_(65, 114, 3)_CJS-468.jpg",CJS-468,CJS-468,True,0.9955735802650452,4,False,es,True,PP-OCRv4
"1755801335_0.9_(62, 110, 3)_V71-023.jpg",V7I-023,V71-023,False,0.9702267050743103,4,False,es,True,PP-OCRv4
"1755805212_0.91_(52, 105, 3)_Z7F-518.jpg",Z7F-518,Z7F-518,True,0.9250199198722839,4,False,es,True,PP-OCRv4
"1755866691_0.91_(42, 96, 3)_X5J-730.jpg",X5J-730,K5J-730,False,0.955549418926239,4,False,es,True,PP-OCRv4
"1755867134_0.9_(64, 108, 3)_ABA-734.jpg",ABA-734,ABA-734,True,0.9055857062339783,4,False,es,True,PP-OCRv4
"1755805055_0.9_(53, 104, 3)_Z7W-234.jpg",Z7W-234,Z7H-234,False,0.8618378639221191,4,False,es,True,PP-OCRv4
"1755873478_0.9_(47, 98, 3)_42E-705.jpg",42E-705,12E:705,False,0.9263965487480164,4,False,es,True,PP-OCRv4
"1755868575_0.91_(61, 110, 3)_ATO-102.jpg",ATO-102,1T0-102,False,0.8872349858283997,4,False,es,True,PP-OCRv4
"1755805684_0.9_(48, 99, 3)_VCS-186.jpg",VCS-186,VCS-186,True,0.9931104779243469,4,False,es,True,PP-OCRv4
"1755869632_0.9_(63, 114, 3)_Z5F-558.jpg",Z5F-558,Z5F-558,True,0.9508472681045532,4,False,es,True,PP-OCRv4
"1755864190_0.9_(47, 98, 3)_Z5V-823.jpg",Z5V-823,Z5V-823,True,0.9844059348106384,4,False,es,True,PP-OCRv4
"1755807008_0.91_(44, 97, 3)_BEP-534.jpg",BEP-534,BEP-534,True,0.9975579380989075,4,False,es,True,PP-OCRv4
"1755801434_0.91_(63, 120, 3)_A9K-715.jpg",A9K-715,A9X-715,False,0.9749465584754944,4,False,es,True,PP-OCRv4
"1755806062_0.9_(47, 95, 3)_BKQ-659.jpg",BKQ-659,BKQ-659,True,0.9876829981803894,4,False,es,True,PP-OCRv4
"1755804371_0.9_(54, 113, 3)_V6E-258.jpg",V6E-258,V6E-258,True,0.972624659538269,4,False,es,True,PP-OCRv4
"1755868158_0.92_(55, 98, 3)_4YJ-561.jpg",4YJ-561,AYJ-561,False,0.964180052280426,4,False,es,True,PP-OCRv4
"1755870085_0.9_(45, 94, 3)_Z7J-462.jpg",Z7J-462,27J-462,False,0.9450090527534485,4,False,es,True,PP-OCRv4
"1755805538_0.9_(47, 98, 3)_Z7G-017.jpg",Z7G-017,Z7G-017,True,0.9278841018676758,4,False,es,True,PP-OCRv4
"1755806849_0.92_(49, 98, 3)_Z7P-354.jpg",Z7P-354,Z7P-354,True,0.9552960395812988,4,False,es,True,PP-OCRv4
"1755867745_0.91_(53, 101, 3)_Z6B-834.jpg",Z6B-834,Z6B-834,True,0.8717642426490784,4,False,es,True,PP-OCRv4
"1755864720_0.9_(47, 94, 3)_Z6A-087.jpg",Z6A-087,Z6A-087,True,0.9873319864273071,4,False,es,True,PP-OCRv4
"1755864123_0.9_(53, 104, 3)_Z7U-013.jpg",Z7U-013,77U-013,False,0.9423795342445374,4,False,es,True,PP-OCRv4
"1755806558_0.9_(60, 116, 3)_ABU-720.jpg",ABU-720,ABU-720,True,0.8971868753433228,4,False,es,True,PP-OCRv4
"1755870523_0.91_(50, 102, 3)_Z51-804.jpg",Z5I-804,751-804,False,0.9491782188415527,4,False,es,True,PP-OCRv4
"1755864463_0.91_(49, 99, 3)_Z6K-411.jpg",Z6K-411,Z6K-411,True,0.9688487648963928,4,False,es,True,PP-OCRv4
"1755867401_0.9_(53, 103, 3)_BYW-137.jpg",BYW-137,BYH-137,False,0.9177070260047913,4,False,es,True,PP-OCRv4
"1755866307_0.91_(56, 105, 3)_750-343.jpg",Z50-343,750-343,False,0.9969858527183533,4,False,es,True,PP-OCRv4
"1755868034_0.9_(51, 104, 3)_Z8S-813.jpg",Z8S-813,78S-813,False,0.9288994669914246,4,False,es,True,PP-OCRv4
"1755800225_0.91_(44, 95, 3)_V71-023.jpg",V71-023,V71-023,True,0.9903424382209778,4,False,es,True,PP-OCRv4
"1755803692_0.9_(60, 105, 3)_BBT-930.jpg",BBT-930,BBT-930,True,0.9955644607543945,4,False,es,True,PP-OCRv4
"1755868134_0.92_(48, 98, 3)_X3F-317.jpg",X3F-317,X3F-317,True,0.9912509918212891,4,False,es,True,PP-OCRv4
"1755867476_0.91_(47, 97, 3)_B71-205.jpg",B7I-205,871-205,False,0.9451282620429993,4,False,es,True,PP-OCRv4
"1755809250_0.9_(51, 99, 3)_S1B-772.jpg",S1B-772,S1B-772,True,0.9401607513427734,4,False,es,True,PP-OCRv4
"1755869582_0.91_(65, 116, 3)_Z8M-738.jpg",Z8M-738,28M-738,False,0.9313477277755737,4,False,es,True,PP-OCRv4
"1755800351_0.91_(47, 93, 3)_BSV-176.jpg",BSV-176,BSV-176,True,0.9916650056838989,4,False,es,True,PP-OCRv4
"1755806835_0.9_(50, 100, 3)_D7W-870.jpg",D7W-870,D7W-870,True,0.9011154770851135,4,False,es,True,PP-OCRv4
"1755801392_0.91_(54, 107, 3)_Z7M-355.jpg",Z7M-355,Z7M-355,True,0.9497719407081604,4,False,es,True,PP-OCRv4
"1755810077_0.9_(46, 97, 3)_Z6V-660.jpg",Z6V-660,Z6V-660,True,0.9263400435447693,4,False,es,True,PP-OCRv4
"1755871611_0.91_(57, 104, 3)_Z5V-413.jpg",Z5V-413,Z5V-413,True,0.9271213412284851,4,False,es,True,PP-OCRv4
"1755807617_0.9_(56, 111, 3)_45K-770.jpg",45K-770,45K-220,False,0.7588176131248474,4,False,es,True,PP-OCRv4
"1755867062_0.9_(58, 110, 3)_Z7W-006.jpg",Z7W-006,77H-006,False,0.8927223086357117,4,False,es,True,PP-OCRv4
"1755811078_0.9_(49, 99, 3)_D1I-153.jpg",D1I-153,D11-153,False,0.9873247742652893,4,False,es,True,PP-OCRv4
"1755801584_0.9_(48, 99, 3)_CHH-339.jpg",CHW-339,CHH-339,False,0.9314459562301636,4,False,es,True,PP-OCRv4
"1755866023_0.9_(48, 103, 3)_Z7X-877.jpg",Z7X-877,27X-877,False,0.921522319316864,4,False,es,True,PP-OCRv4
"1755800797_0.9_(52, 103, 3)_AUU-101.jpg",AUU-101,AUU-101,True,0.7721834182739258,4,False,es,True,PP-OCRv4
"1755868044_0.91_(53, 102, 3)_D11-153.jpg",D11-153,D11-153,True,0.9815163016319275,4,False,es,True,PP-OCRv4
"1755867507_0.9_(54, 108, 3)_BLK-359.jpg",BLK-359,BLK-359,True,0.994507372379303,4,False,es,True,PP-OCRv4
"1755867013_0.9_(51, 99, 3)_BRV-568.jpg",BRV-568,BRV-568,True,0.9957946538925171,4,False,es,True,PP-OCRv4
"1755864637_0.91_(48, 94, 3)_81B-734.jpg",81B-734,81B-734,True,0.9055339097976685,4,False,es,True,PP-OCRv4
"1755803683_0.9_(59, 118, 3)_Z5D-845.jpg",Z5D-845,750-845,False,0.981903612613678,4,False,es,True,PP-OCRv4
"1755805904_0.92_(118, 124, 3)_V2X-710.jpg",V2X-710,12X-710,False,0.9337137937545776,4,False,es,True,PP-OCRv4
"1755866477_0.9_(50, 100, 3)_APF-394.jpg",APF-394,APF-394,True,0.9865559339523315,4,False,es,True,PP-OCRv4
"1755801846_0.9_(49, 95, 3)_F4B-067.jpg",F4B-067,F4B-067,True,0.9829939603805542,4,False,es,True,PP-OCRv4
"1755870687_0.91_(67, 124, 3)_CDL-482.jpg",CDU-482,CDU-482,True,0.9498944282531738,4,False,es,True,PP-OCRv4
"1755805016_0.9_(49, 97, 3)_BWS-056.jpg",BWS-056,BWS-056,True,0.9853023886680603,4,False,es,True,PP-OCRv4
"1755811276_0.91_(45, 97, 3)_Z1H-700.jpg",Z1H-700,Z1H-700,True,0.883756697177887,4,False,es,True,PP-OCRv4
"1755870826_0.9_(52, 102, 3)_V6M-597.jpg",V6M-597,16M-597,False,0.9680594205856323,4,False,es,True,PP-OCRv4
"1755800975_0.91_(58, 106, 3)_V7R-826.jpg",V7R-826,V7R-826,True,0.9499799013137817,4,False,es,True,PP-OCRv4
"1755810751_0.91_(42, 93, 3)_BKQ-659.jpg",BKQ-659,BKQ-659,True,0.9928756356239319,4,False,es,True,PP-OCRv4
"1755804052_0.9_(54, 101, 3)_AUU-101.jpg",AUU-101,AUU-101,True,0.9078712463378906,4,False,es,True,PP-OCRv4
"1755864488_0.9_(57, 104, 3)_Z8C-206.jpg",Z8C-206,Z8C-206,True,0.956520140171051,4,False,es,True,PP-OCRv4
"1755872752_0.9_(51, 96, 3)_BKZ-705.jpg",BKZ-705,BKZ-705,True,0.9874171018600464,4,False,es,True,PP-OCRv4
"1755804125_0.91_(48, 101, 3)_Z3J-707.jpg",Z3J-707,23J-707,False,0.9149121046066284,4,False,es,True,PP-OCRv4
"1755808131_0.92_(45, 93, 3)_ANG-059.jpg",ANG-059,ANG-059,True,0.995900571346283,4,False,es,True,PP-OCRv4
"1755866688_0.91_(55, 109, 3)_V6M-925.jpg",V6M-925,16M-925,False,0.9155701398849487,4,False,es,True,PP-OCRv4
"1755868082_0.91_(49, 98, 3)_Z7W-377.jpg",Z7W-377,27H-377,False,0.8522276878356934,4,False,es,True,PP-OCRv4
"1755802038_0.9_(54, 103, 3)_C3S-449.jpg",C3S-449,C3S-449,True,0.9912813901901245,4,False,es,True,PP-OCRv4
"1755867644_0.9_(51, 92, 3)_VDS-785.jpg",VDS-785,VDS-785,True,0.9895157814025879,4,False,es,True,PP-OCRv4
"1755802421_0.91_(47, 92, 3)_BXI-161.jpg",BXI-161,BX1-161,False,0.981591522693634,4,False,es,True,PP-OCRv4
"1755806151_0.91_(47, 98, 3)_Z5J-577.jpg",Z5J-577,Z5J-577,True,0.9664211869239807,4,False,es,True,PP-OCRv4
"1755800437_0.9_(60, 107, 3)_Z5B-752.jpg",Z5B-752,Z5B-752,True,0.9778376221656799,4,False,es,True,PP-OCRv4
"1755804178_0.91_(38, 89, 3)_AYH-261.jpg",AYH-261,AYH-261,True,0.9319055676460266,4,False,es,True,PP-OCRv4
"1755867099_0.9_(52, 102, 3)_A5Z-645.jpg",A5Z-645,152-645,False,0.9782117605209351,4,False,es,True,PP-OCRv4
"1755871103_0.9_(59, 110, 3)_S1B-589.jpg",S1B-589,S1B-589,True,0.9867523908615112,4,False,es,True,PP-OCRv4
"1755801795_0.91_(46, 94, 3)_Z3F-113.jpg",Z3F-113,23F-113,False,0.9677258729934692,4,False,es,True,PP-OCRv4
"1755800459_0.9_(46, 92, 3)_Z6S-279.jpg",Z6S-279,Z6S-279,True,0.9650617837905884,4,False,es,True,PP-OCRv4
"1755809492_0.9_(38, 97, 3)_S1B-772.jpg",S1B-772,S1B-772,True,0.9681081771850586,4,False,es,True,PP-OCRv4
"1755803618_0.9_(61, 105, 3)_CEX-325.jpg",CEX-325,CEX-325,True,0.9328726530075073,4,False,es,True,PP-OCRv4
"1755801654_0.9_(49, 99, 3)_Z5G-467.jpg",Z5G-467,75G-467,False,0.9564598202705383,4,False,es,True,PP-OCRv4
"1755872551_0.9_(50, 98, 3)_Z7V-417.jpg",Z7V-417,27V-417,False,0.9221714735031128,4,False,es,True,PP-OCRv4
"1755868410_0.9_(47, 98, 3)_Z3C-760.jpg",Z3C-760,23C-760,False,0.9486433267593384,4,False,es,True,PP-OCRv4
"1755873369_0.9_(56, 100, 3)_AFG-023.jpg",AFG-023,AFG-023,True,0.994904100894928,4,False,es,True,PP-OCRv4
"1755866566_0.9_(64, 110, 3)_Y3F-143.jpg",X3F-143,K3F-143,False,0.8969029188156128,4,False,es,True,PP-OCRv4
"1755804192_0.9_(65, 116, 3)_V7C-801.jpg",V7C-801,V7C-801,True,0.9778229594230652,4,False,es,True,PP-OCRv4
"1755800220_0.9_(48, 104, 3)_BYJ-567.jpg",BYJ-567,BYJ-567,True,0.9927692413330078,4,False,es,True,PP-OCRv4
"1755801529_0.9_(55, 104, 3)_Z5K-681.jpg",Z5K-681,Z5K-681,True,0.9557441473007202,4,False,es,True,PP-OCRv4
"1755866863_0.91_(48, 97, 3)_Z3E-444.jpg",Z3E-444,73E-444,False,0.9369840621948242,4,False,es,True,PP-OCRv4
"1755801015_0.9_(48, 98, 3)_Z5G-496.jpg",Z5G-496,75G-496,False,0.9644584655761719,4,False,es,True,PP-OCRv4
"1755870168_0.9_(54, 99, 3)_130-397.jpg",V30-397,130-397,False,0.9767618775367737,4,False,es,True,PP-OCRv4
"1755869505_0.9_(126, 134, 3)_N2X-710.jpg",V2X-710,12X-710,False,0.9767442941665649,4,False,es,True,PP-OCRv4
"1755801236_0.9_(48, 97, 3)_X1J-790.jpg",X1J-790,X1J-790,True,0.8997989892959595,4,False,es,True,PP-OCRv4
"1755807884_0.9_(52, 101, 3)_Z2Q-021.jpg",Z2Q-021,220-021,False,0.9200564026832581,4,False,es,True,PP-OCRv4
